curb_loc,tree_dbh,status,health,spc_common
OnCurb,4,Alive,Fair,American linden
OnCurb,8,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,5,Alive,Fair,American linden
OnCurb,9,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,8,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,4,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,5,Alive,Good,American linden
OnCurb,12,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,13,Alive,Good,honeylocust
OnCurb,13,Alive,Poor,honeylocust
OnCurb,3,Alive,Fair,honeylocust
OnCurb,6,Alive,Poor,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,9,Alive,Fair,Callery pear
OnCurb,15,Alive,Good,Callery pear
OnCurb,6,Alive,Poor,mulberry
OnCurb,2,Alive,Good,black locust
OnCurb,3,Alive,Fair,golden raintree
OnCurb,9,Alive,Poor,ginkgo
OnCurb,4,Alive,Good,crab apple
OnCurb,6,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,17,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,4,Alive,Good,Callery pear
OnCurb,18,Alive,Good,London planetree
OnCurb,9,Alive,Fair,Callery pear
OnCurb,14,Alive,Fair,Callery pear
OnCurb,16,Alive,Fair,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,4,Alive,Good,golden raintree
OnCurb,19,Alive,Good,willow oak
OffsetFromCurb,37,Alive,Good,American elm
OnCurb,13,Alive,Good,honeylocust
OffsetFromCurb,13,Alive,Good,American elm
OnCurb,11,Alive,Good,honeylocust
OnCurb,12,Alive,Good,Callery pear
OnCurb,2,Alive,Fair,Kentucky coffeetree
OnCurb,4,Alive,Good,Kentucky coffeetree
OnCurb,11,Alive,Good,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,6,Alive,Poor,Callery pear
OffsetFromCurb,19,Alive,Good,Callery pear
OnCurb,10,Alive,Fair,Callery pear
OnCurb,7,Alive,Good,pin oak
OnCurb,3,Alive,Poor,cherry
OnCurb,14,Alive,Good,London planetree
OffsetFromCurb,23,Alive,Good,American elm
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,pin oak
OnCurb,2,Alive,Good,red maple
OnCurb,19,Alive,Good,pin oak
OnCurb,9,Alive,Good,Callery pear
OnCurb,11,Alive,Fair,pin oak
OnCurb,4,Alive,Poor,Kentucky yellowwood
OnCurb,10,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,8,Alive,Fair,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,9,Alive,Poor,London planetree
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,4,Dead,NA,NA
OnCurb,7,Alive,Good,American elm
OnCurb,10,Alive,Poor,London planetree
OnCurb,2,Alive,Good,red maple
OnCurb,16,Alive,Good,London planetree
OnCurb,11,Alive,Fair,London planetree
OnCurb,11,Alive,Poor,London planetree
OffsetFromCurb,13,Alive,Good,green ash
OnCurb,2,Alive,Good,red maple
OnCurb,17,Alive,Fair,pin oak
OnCurb,18,Alive,Good,London planetree
OnCurb,18,Alive,Fair,London planetree
OffsetFromCurb,29,Alive,Good,American elm
OnCurb,4,Alive,Poor,London planetree
OnCurb,18,Alive,Fair,London planetree
OnCurb,3,Alive,Good,pin oak
OnCurb,3,Alive,Fair,pin oak
OnCurb,9,Alive,Fair,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,16,Alive,Good,pin oak
OnCurb,14,Alive,Fair,London planetree
OnCurb,14,Alive,Good,London planetree
OnCurb,25,Alive,Good,American elm
OnCurb,21,Alive,Good,willow oak
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,4,Alive,Fair,London planetree
OnCurb,3,Alive,Good,willow oak
OnCurb,14,Alive,Poor,pin oak
OnCurb,2,Alive,Good,red maple
OnCurb,18,Alive,Good,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,14,Alive,Good,willow oak
OnCurb,18,Alive,Good,London planetree
OnCurb,3,Alive,Poor,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,19,Alive,Good,London planetree
OnCurb,3,Alive,Good,pin oak
OnCurb,2,Alive,Good,red maple
OnCurb,12,Alive,Good,pin oak
OnCurb,17,Alive,Good,American elm
OnCurb,5,Alive,Good,American elm
OnCurb,5,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,18,Alive,Good,London planetree
OnCurb,9,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,15,Alive,Good,American elm
OnCurb,12,Alive,Fair,London planetree
OnCurb,17,Alive,Poor,London planetree
OnCurb,13,Alive,Good,London planetree
OnCurb,14,Alive,Poor,London planetree
OnCurb,4,Alive,Good,willow oak
OnCurb,4,Alive,Fair,London planetree
OnCurb,22,Alive,Good,willow oak
OnCurb,11,Alive,Fair,London planetree
OnCurb,5,Alive,Good,pin oak
OnCurb,11,Alive,Fair,pin oak
OnCurb,5,Alive,Poor,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,20,Alive,Good,London planetree
OnCurb,11,Alive,Fair,London planetree
OnCurb,11,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,7,Alive,Good,pin oak
OnCurb,0,Stump,NA,NA
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,4,Dead,NA,NA
OnCurb,11,Alive,Fair,London planetree
OnCurb,16,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,11,Alive,Poor,American linden
OnCurb,11,Alive,Fair,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,15,Alive,Good,American elm
OnCurb,12,Alive,Good,American elm
OnCurb,13,Alive,Good,London planetree
OnCurb,14,Alive,Good,London planetree
OnCurb,16,Alive,Fair,London planetree
OnCurb,8,Alive,Fair,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,American linden
OnCurb,5,Alive,Good,honeylocust
OnCurb,12,Alive,Fair,London planetree
OnCurb,11,Alive,Good,ginkgo
OnCurb,4,Alive,Fair,American linden
OnCurb,7,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,honeylocust
OnCurb,9,Alive,Fair,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,10,Alive,Good,ginkgo
OffsetFromCurb,2,Alive,Good,crab apple
OnCurb,9,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,6,Alive,Fair,sugar maple
OnCurb,11,Alive,Fair,northern red oak
OnCurb,11,Dead,NA,NA
OnCurb,13,Alive,Good,northern red oak
OnCurb,4,Dead,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,American linden
OnCurb,5,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Poor,Japanese zelkova
OnCurb,5,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,3,Dead,NA,NA
OnCurb,13,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Poor,Japanese zelkova
OnCurb,9,Alive,Fair,Japanese zelkova
OnCurb,11,Dead,NA,NA
OnCurb,3,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,17,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,5,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,6,Alive,Good,pin oak
OnCurb,2,Alive,Fair,pin oak
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,6,Alive,Fair,ginkgo
OnCurb,7,Alive,Fair,ginkgo
OnCurb,0,Stump,NA,NA
OnCurb,11,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,11,Alive,Good,American linden
OnCurb,3,Alive,Fair,honeylocust
OnCurb,7,Alive,Fair,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,4,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,9,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Chinese elm
OffsetFromCurb,7,Alive,Good,Chinese elm
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,2,Dead,NA,NA
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Fair,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,4,Alive,Fair,American linden
OnCurb,11,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,7,Alive,Good,golden raintree
OnCurb,6,Alive,Good,Cornelian cherry
OnCurb,12,Alive,Good,Cornelian cherry
OnCurb,8,Alive,Poor,Chinese elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,3,Alive,Fair,honeylocust
OnCurb,14,Alive,Good,ginkgo
OnCurb,7,Alive,Good,ginkgo
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,6,Alive,Good,golden raintree
OnCurb,8,Alive,Good,Cornelian cherry
OnCurb,11,Alive,Good,pin oak
OnCurb,14,Alive,Good,pin oak
OnCurb,6,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,7,Alive,Fair,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Poor,American linden
OffsetFromCurb,9,Alive,Good,littleleaf linden
OnCurb,9,Alive,Poor,littleleaf linden
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,9,Alive,Poor,littleleaf linden
OnCurb,4,Dead,NA,NA
OnCurb,4,Alive,Good,Chinese elm
OnCurb,3,Dead,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,4,Alive,Good,hawthorn
OnCurb,14,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,9,Alive,Fair,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,12,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,8,Alive,Good,pin oak
OnCurb,7,Alive,Good,ginkgo
OnCurb,14,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,honeylocust
OnCurb,3,Alive,Fair,horse chestnut
OnCurb,8,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,8,Alive,Good,American linden
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Fair,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Fair,northern red oak
OnCurb,15,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,4,Alive,Poor,littleleaf linden
OnCurb,4,Alive,Fair,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,16,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,7,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,4,Dead,NA,NA
OnCurb,9,Alive,Fair,Chinese elm
OnCurb,3,Alive,Fair,northern red oak
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,honeylocust
OnCurb,8,Alive,Poor,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,19,Alive,Good,honeylocust
OnCurb,11,Alive,Poor,ginkgo
OnCurb,8,Alive,Fair,honeylocust
OnCurb,10,Alive,Fair,ginkgo
OnCurb,10,Alive,Poor,ginkgo
OnCurb,7,Alive,Poor,American linden
OnCurb,17,Alive,Good,honeylocust
OnCurb,15,Alive,Fair,honeylocust
OnCurb,4,Dead,NA,NA
OnCurb,3,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,3,Dead,NA,NA
OnCurb,4,Alive,Good,northern red oak
OnCurb,4,Alive,Good,northern red oak
OnCurb,3,Alive,Fair,northern red oak
OnCurb,3,Dead,NA,NA
OnCurb,10,Alive,Good,green ash
OnCurb,7,Alive,Good,green ash
OnCurb,10,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,14,Alive,Good,Japanese zelkova
OnCurb,14,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,northern red oak
OnCurb,3,Dead,NA,NA
OnCurb,20,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,9,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,11,Alive,Poor,ginkgo
OnCurb,11,Alive,Poor,ginkgo
OnCurb,8,Alive,Fair,honeylocust
OnCurb,11,Alive,Fair,ginkgo
OnCurb,5,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,pin oak
OffsetFromCurb,8,Alive,Good,Chinese elm
OnCurb,9,Alive,Fair,Japanese zelkova
OnCurb,4,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Fair,American linden
OnCurb,9,Alive,Good,ginkgo
OnCurb,13,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,14,Alive,Fair,Chinese elm
OnCurb,12,Alive,Good,Chinese elm
OnCurb,3,Dead,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,5,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,American linden
OnCurb,11,Alive,Good,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,11,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,17,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,American linden
OnCurb,0,Stump,NA,NA
OnCurb,4,Alive,Good,northern red oak
OnCurb,7,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,hawthorn
OnCurb,5,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,10,Alive,Poor,American linden
OnCurb,6,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,7,Alive,Good,honeylocust
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OffsetFromCurb,18,Alive,Fair,Norway maple
OnCurb,18,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Poor,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,23,Alive,Good,American elm
OnCurb,4,Alive,Fair,London planetree
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,12,Alive,Good,honeylocust
OnCurb,4,Alive,Good,Sophora
OnCurb,2,Alive,Fair,littleleaf linden
OnCurb,3,Alive,Poor,littleleaf linden
OnCurb,14,Alive,Fair,London planetree
OnCurb,15,Alive,Good,London planetree
OnCurb,17,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,Sophora
OnCurb,7,Alive,Good,Sophora
OffsetFromCurb,18,Alive,Good,Sophora
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Fair,Japanese zelkova
OnCurb,18,Alive,Good,London planetree
OnCurb,3,Alive,Good,willow oak
OnCurb,17,Alive,Poor,London planetree
OnCurb,13,Alive,Good,honeylocust
OnCurb,15,Alive,Good,London planetree
OnCurb,7,Alive,Fair,littleleaf linden
OnCurb,9,Alive,Good,honeylocust
OnCurb,11,Alive,Poor,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,15,Alive,Good,London planetree
OnCurb,11,Alive,Poor,London planetree
OnCurb,3,Dead,NA,NA
OnCurb,3,Alive,Good,northern red oak
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,2,Alive,Fair,Sophora
OnCurb,11,Alive,Good,Sophora
OnCurb,16,Alive,Fair,Sophora
OnCurb,9,Alive,Good,Sophora
OnCurb,16,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,10,Alive,Good,green ash
OnCurb,9,Alive,Fair,Sophora
OnCurb,9,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,ginkgo
OnCurb,15,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OffsetFromCurb,6,Alive,Good,honeylocust
OnCurb,3,Alive,Good,American linden
OnCurb,8,Alive,Good,ginkgo
OnCurb,8,Alive,Poor,American linden
OnCurb,8,Alive,Good,ginkgo
OnCurb,11,Alive,Fair,honeylocust
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,5,Dead,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,American elm
OnCurb,14,Alive,Fair,London planetree
OnCurb,4,Alive,Good,London planetree
OnCurb,5,Alive,Good,Sophora
OnCurb,3,Alive,Fair,London planetree
OnCurb,4,Alive,Good,American elm
OnCurb,8,Alive,Good,Sophora
OnCurb,7,Alive,Good,American elm
OnCurb,11,Alive,Good,American elm
OnCurb,6,Alive,Good,American hophornbeam
OnCurb,6,Alive,Fair,Sophora
OnCurb,5,Alive,Good,Sophora
OffsetFromCurb,21,Alive,Good,Sophora
OnCurb,17,Alive,Good,Sophora
OnCurb,4,Alive,Fair,Sophora
OnCurb,9,Alive,Fair,Sophora
OnCurb,5,Alive,Good,Sophora
OnCurb,5,Alive,Good,London planetree
OnCurb,7,Alive,Good,London planetree
OffsetFromCurb,12,Alive,Good,Sophora
OnCurb,7,Alive,Fair,Sophora
OnCurb,16,Alive,Good,Sophora
OnCurb,6,Alive,Good,Sophora
OnCurb,2,Alive,Poor,Sophora
OnCurb,10,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,6,Alive,Fair,Sophora
OnCurb,7,Alive,Fair,Sophora
OnCurb,7,Alive,Good,Sophora
OnCurb,14,Alive,Fair,sweetgum
OnCurb,5,Alive,Good,Sophora
OnCurb,11,Alive,Good,white oak
OnCurb,11,Alive,Good,Sophora
OnCurb,10,Alive,Fair,London planetree
OnCurb,7,Alive,Fair,American elm
OnCurb,3,Alive,Good,Sophora
OnCurb,6,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OnCurb,17,Alive,Good,London planetree
OnCurb,9,Alive,Good,American elm
OnCurb,4,Alive,Good,Sophora
OnCurb,15,Alive,Good,Sophora
OnCurb,12,Alive,Good,Sophora
OnCurb,12,Alive,Good,Sophora
OnCurb,6,Alive,Poor,London planetree
OnCurb,4,Alive,Good,London planetree
OnCurb,3,Alive,Good,London planetree
OnCurb,10,Alive,Fair,London planetree
OnCurb,12,Alive,Good,Sophora
OnCurb,14,Alive,Fair,Sophora
OnCurb,11,Alive,Good,Sophora
OnCurb,22,Alive,Poor,London planetree
OnCurb,11,Alive,Fair,Sophora
OnCurb,15,Alive,Poor,American elm
OnCurb,11,Alive,Good,willow oak
OnCurb,7,Alive,Good,Sophora
OnCurb,10,Alive,Good,Sophora
OnCurb,11,Alive,Good,Sophora
OffsetFromCurb,16,Alive,Good,Sophora
OnCurb,19,Alive,Good,London planetree
OnCurb,9,Alive,Good,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,18,Alive,Good,willow oak
OnCurb,13,Alive,Good,American elm
OnCurb,13,Alive,Good,Sophora
OnCurb,4,Alive,Good,American elm
OnCurb,6,Alive,Good,American hophornbeam
OnCurb,3,Alive,Good,London planetree
OnCurb,8,Alive,Good,American hophornbeam
OnCurb,3,Alive,Good,Sophora
OnCurb,5,Alive,Fair,Sophora
OnCurb,13,Alive,Poor,Sophora
OnCurb,9,Alive,Good,Sophora
OnCurb,14,Alive,Good,Sophora
OffsetFromCurb,8,Alive,Good,white oak
OnCurb,4,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,9,Alive,Good,Sophora
OnCurb,12,Alive,Good,Sophora
OnCurb,10,Alive,Fair,American elm
OnCurb,18,Alive,Good,London planetree
OnCurb,16,Alive,Fair,American elm
OnCurb,15,Alive,Fair,London planetree
OnCurb,15,Alive,Good,Sophora
OnCurb,10,Alive,Good,Sophora
OnCurb,17,Alive,Good,Sophora
OnCurb,21,Alive,Good,Sophora
OnCurb,18,Alive,Good,London planetree
OnCurb,12,Alive,Good,London planetree
OnCurb,22,Alive,Good,American elm
OnCurb,11,Alive,Fair,London planetree
OnCurb,4,Alive,Good,ginkgo
OnCurb,14,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,crab apple
OnCurb,6,Alive,Poor,ginkgo
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Good,American hophornbeam
OnCurb,8,Alive,Poor,Callery pear
OnCurb,9,Alive,Poor,Callery pear
OnCurb,9,Alive,Good,littleleaf linden
OnCurb,6,Alive,Fair,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,5,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,9,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,London planetree
OnCurb,18,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,12,Alive,Good,Sophora
OnCurb,13,Alive,Fair,Sophora
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,London planetree
OnCurb,4,Alive,Good,American elm
OnCurb,7,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,Sophora
OnCurb,11,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,17,Alive,Fair,London planetree
OnCurb,11,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,7,Alive,Good,crab apple
OnCurb,12,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,11,Alive,Good,American elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,14,Alive,Good,Callery pear
OnCurb,12,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,13,Alive,Good,ginkgo
OnCurb,4,Alive,Poor,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,American linden
OnCurb,2,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,honeylocust
OnCurb,11,Alive,Fair,ginkgo
OnCurb,8,Alive,Fair,honeylocust
OnCurb,5,Alive,Poor,ginkgo
OnCurb,7,Alive,Fair,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,15,Alive,Fair,honeylocust
